offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF000206,INC000205,Robbery,"Accused approached the victim near a railway station, threatened them with a sharp weapon, and fled with a bag of valuables on a two-wheeler.",weapon:sharp weapon,45
OFF000207,INC000206,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a family matter, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000208,INC000207,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000209,INC000208,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000210,INC000209,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a sharp weapon.",weapon:sharp weapon,35
OFF000211,INC000210,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000212,INC000211,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,vehicle:on foot,8
OFF000213,INC000212,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a on foot.,vehicle:on foot,8
OFF000214,INC000213,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000215,INC000214,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,vehicle:on foot,8
OFF000216,INC000215,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with a laptop on a bicycle.",weapon:iron rod,45
OFF000217,INC000216,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with jewellery on a bicycle.",weapon:iron rod,45
OFF000218,INC000217,Robbery,"Accused approached the victim near a railway station, threatened them with a iron rod, and fled with cash and electronics on a auto-rickshaw.",weapon:iron rod,45
OFF000219,INC000218,Robbery,"Accused approached the victim near a railway station, threatened them with a iron rod, and fled with a laptop on a auto-rickshaw.",weapon:iron rod,45
OFF000220,INC000219,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with a laptop on a auto-rickshaw.",weapon:iron rod,45
OFF000221,INC000220,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000222,INC000221,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000223,INC000222,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000224,INC000223,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000225,INC000224,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000226,INC000225,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000227,INC000226,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,vehicle:auto-rickshaw,8
OFF000228,INC000227,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000229,INC000228,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000230,INC000229,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000231,INC000230,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000232,INC000231,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",channel:phone banking,20
OFF000233,INC000232,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a iron rod.",weapon:iron rod,35
OFF000234,INC000233,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a iron rod.",weapon:iron rod,35
OFF000235,INC000234,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a iron rod.",weapon:iron rod,35
OFF000236,INC000235,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over an old debt, causing injury with a iron rod.",weapon:iron rod,35
OFF000237,INC000236,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a iron rod.",weapon:iron rod,35
OFF000238,INC000237,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were away.,entry:unlocked back door,15
OFF000239,INC000238,Burglary,Accused gained entry through the unlocked back door and removed a laptop from the premises while occupants were asleep.,entry:unlocked back door,15
OFF000240,INC000239,Burglary,Accused gained entry through the unlocked back door and removed two mobile phones from the premises while occupants were away.,entry:unlocked back door,15
OFF000241,INC000240,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were at work.,entry:unlocked back door,15
OFF000242,INC000241,Burglary,Accused gained entry through the unlocked back door and removed a laptop from the premises while occupants were asleep.,entry:unlocked back door,15
OFF000243,INC000242,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a on foot.,vehicle:on foot,8
OFF000244,INC000243,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,vehicle:on foot,8
OFF000245,INC000244,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a on foot.,vehicle:on foot,8
OFF000246,INC000245,Robbery,"Accused approached the victim near a residential lane, threatened them with a blunt object, and fled with cash and electronics on a bicycle.",weapon:blunt object,45
OFF000247,INC000246,Robbery,"Accused approached the victim near a parking lot, threatened them with a blunt object, and fled with two mobile phones on a bicycle.",weapon:blunt object,45
OFF000248,INC000247,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a knife.",weapon:knife,35
OFF000249,INC000248,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over an old debt, causing injury with a knife.",weapon:knife,35
OFF000250,INC000249,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a knife.",weapon:knife,35
OFF000251,INC000250,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over an old debt, causing injury with a knife.",weapon:knife,35
OFF000252,INC000251,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were asleep.,entry:compound wall,15
OFF000253,INC000252,Burglary,Accused gained entry through the compound wall and removed a bag of valuables from the premises while occupants were at work.,entry:compound wall,15
OFF000254,INC000253,Burglary,Accused gained entry through the compound wall and removed jewellery from the premises while occupants were away.,entry:compound wall,15
OFF000255,INC000254,Robbery,"Accused approached the victim near a residential lane, threatened them with a iron rod, and fled with cash and electronics on a bicycle.",weapon:iron rod,45
OFF000256,INC000255,Robbery,"Accused approached the victim near a bus stop, threatened them with a iron rod, and fled with a laptop on a bicycle.",weapon:iron rod,45
OFF000257,INC000256,Robbery,"Accused approached the victim near a residential lane, threatened them with a iron rod, and fled with cash and electronics on a bicycle.",weapon:iron rod,45
OFF000258,INC000257,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a knife.",weapon:knife,35
